id,title,phaseId,dateCreated,technique,dimensions,colorPalette,emotionalRegister,imageUrl,imageKey,thumbnailUrl,journalExcerpt,neonReading,seriesName,isPublished,sortOrder,createdAt,updatedAt,featured,slug,medium,year,curatorialHook,conceptTags
210023,Oculus (dilating Ring),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",dilating tension,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134825.jpg,works/ph4/20240630_134825.jpg,"A monochrome study in void-gazing, where a heavy ink ring acts as a dilating pupil watching back.","The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A heavy black ink ring with serrated inner edge, reading as dilating pupil. The Oculus series strips the mandala back to a single monolithic aperture. Void-gazing reduced to its essential mechanism. The eye of the storm, watching you as you watch it.",Oculus,1,20,Sat Dec 27 2025 14:09:49 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:03 GMT-0500 (Eastern Standard Time),0,oculus-dilating-ring-210023,Chinese and Western Inks of Anhui Rice Paper,2024,,"Ink,Paper"
210024,Oculus (eclipse),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",total occlusion,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111019.jpg,works/ph4/20240629_111019.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Dense black void surrounding a central light aperture. Solar eclipse in ink. The moment before totality, or just after. The light persists at the center because the dark cannot quite close around it. Near-total occlusion with a residual core of resistance.",Oculus,1,21,Sat Dec 27 2025 14:09:50 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:04 GMT-0500 (Eastern Standard Time),0,oculus-eclipse-210024,Chinese and Western Inks of Anhui Rice Paper,2024,"The moment before or after totality, where a dense black void surrounds a central light aperture.","Ink,Paper"
210025,Oculus (soft Focus),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",atmospheric dissolution,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134809.jpg,works/ph4/20240630_134809.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.",Diffused atmospheric ring where ink wash blurs the boundary between form and void. The geometry losing its grip. Edges dissolve. The aperture refuses to declare itself with precision. Soft focus as epistemological condition: knowing without certainty.,Oculus,1,22,Sat Dec 27 2025 14:09:51 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:04 GMT-0500 (Eastern Standard Time),0,oculus-soft-focus-210025,Chinese and Western Inks of Anhui Rice Paper,2024,A diffused atmospheric ring where the boundary between form and void is blurred by the loss of geometric grip.,"Ink,Paper"
210026,Oculus (concentric Pulse),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",radiating vibration,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134838.jpg,works/ph4/20240630_134838.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Multiple concentric ink rings radiating outward, creating vibration effect. The aperture pulses, breathing in and out. Respiratory architecture at its most compressed. A diagram of rhythmic contraction and expansion. Systole and diastole in carbon.",Oculus,1,23,Sat Dec 27 2025 14:09:52 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:05 GMT-0500 (Eastern Standard Time),0,oculus-concentric-pulse-210026,Chinese and Western Inks of Anhui Rice Paper,2024,"Multiple radiating rings create a vibration effect, simulating the aperture breathing in and out.","Ink,Paper"
210027,Oculus (horizon Split),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",divided consciousness,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111207.jpg,works/ph4/20240629_111207.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Circular aperture bisected by a horizon line. Landscape logic merges with portal logic. Earth below, sky above, void in between. The horizon splits the eye into two registers of seeing.",Oculus,1,24,Sat Dec 27 2025 14:09:52 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:05 GMT-0500 (Eastern Standard Time),0,oculus-horizon-split-210027,Chinese and Western Inks of Anhui Rice Paper,2024,"Portal logic merges with the landscape, using a horizon line to bisect the void between earth and sky.","Ink,Paper"
210028,Oculus (heavy Mass),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",gravitational weight,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111125.jpg,works/ph4/20240629_111125.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Monolithic black ring with deep saturation dominating white space. The heaviest specimen in the Oculus series. Pure gravitational pull. Maximum density, maximum authority. The aperture barely survives the pressure of the surrounding dark.",Oculus,1,25,Sat Dec 27 2025 14:09:53 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:06 GMT-0500 (Eastern Standard Time),0,oculus-heavy-mass-210028,Chinese and Western Inks of Anhui Rice Paper,2024,Pure gravitational pull achieved through a monolithic black ring that dominates the white space.,"Ink,Paper"
210029,Oculus (interior Tooth),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",jagged interior,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111153.jpg,works/ph4/20240629_111153.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Aperture with jagged, tooth-like ink bleed on the interior edge. The void has teeth. It bites back. The portal is not passive passage. It has defenses. Or appetites.",Oculus,1,26,Sat Dec 27 2025 14:09:54 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:06 GMT-0500 (Eastern Standard Time),0,oculus-interior-tooth-210029,Chinese and Western Inks of Anhui Rice Paper,2024,"An aperture with a jagged interior edge, suggesting that the void has teeth and can bite back.","Ink,Paper"
210030,Oculus (wash Field),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",ghostly atmosphere,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134645.jpg,works/ph4/20240630_134645.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Softer, wider ring where ink wash creates ghostly atmospheric field. The gentlest Oculus: more suggestion than statement. The aperture is present but whispered. A haunting rather than an assertion.",Oculus,1,27,Sat Dec 27 2025 14:09:55 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:07 GMT-0500 (Eastern Standard Time),0,oculus-wash-field-210030,Chinese and Western Inks of Anhui Rice Paper,2024,"The gentlest suggestion of void-gazing, using a ghostly atmospheric wash to create a wider, softer ring.","Ink,Paper"
210031,Oculus (double Ring),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",nested depth,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134723.jpg,works/ph4/20240630_134723.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.",Two distinct ink densities forming a nested aperture structure. Depth within depth. The portal has layers: you pass through one threshold only to encounter another. Recursive containment.,Oculus,1,28,Sat Dec 27 2025 14:09:56 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:07 GMT-0500 (Eastern Standard Time),0,oculus-double-ring-210031,Chinese and Western Inks of Anhui Rice Paper,2024,A nested structure of distinct ink densities that gives the portal multiple layers of depth,"Ink,Paper"
210032,Oculus (void Core),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",central darkness,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134708.jpg,works/ph4/20240630_134708.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Nearly solid black field with small, sharp central aperture of light. The darkest Oculus. Almost total occlusion. The light that remains is not generous. It is a pinprick of survival. Minimal signal in maximum noise.",Oculus,1,29,Sat Dec 27 2025 14:09:57 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:07 GMT-0500 (Eastern Standard Time),0,oculus-void-core-210032,Chinese and Western Inks of Anhui Rice Paper,2024,"The darkest occlusion in the series, featuring a nearly solid black field with a sharp, small aperture of light.","Ink,Paper"
210033,Oculus (horizon Maw),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",consuming aperture,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134550.jpg,works/ph4/20240630_134550.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Circular form split by dark horizon band, the aperture appearing to consume the light above. The maw opens. The Oculus at its most predatory: the void actively swallowing luminosity. Not passive absence. Active consumption.",Oculus,1,30,Sat Dec 27 2025 14:09:57 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:08 GMT-0500 (Eastern Standard Time),0,oculus-horizon-maw-210033,Chinese and Western Inks of Anhui Rice Paper,2024,"A consuming aperture split by a dark horizon band, appearing to devour the light above it.","Ink,Paper"
210034,Oculus (nested Eye),30007,2024-06,Chinese and Western Inks of Anhui Rice Paper,40cm x 40cm,"Black, gray, white",watching depth,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134624.jpg,works/ph4/20240630_134624.jpg,,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Concentric rings forming a nested eye structure with luminous core. The portal watches back. Always watching. The most explicitly ocular specimen in the series: iris, pupil, sclera all implied through ink density gradients. The work has acquired consciousness.",Oculus,1,31,Sat Dec 27 2025 14:09:58 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:08 GMT-0500 (Eastern Standard Time),0,oculus-nested-eye-210034,Chinese and Western Inks of Anhui Rice Paper,2024,Concentric rings forming a watching depth that insists the portal is always looking back.,"Ink,Paper"
210035,Study (vertebral Form),30007,2024,Inks on Anhui rice paper,75cm x 75cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/vfd.jpg,works/ph4/vfd.jpg,,,An early PH4 synthesis study. The vertebral structure suggests the body's skeletal architecture rendered in wash. Transitional specimen between the geometric precision of earlier phases and the somatic discharge of the Ink Storms. The spine as organizing principle.,Studies & Residuals,1,1,Sat Dec 27 2025 15:07:13 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,study-vertebral-form-210035,Inks on Anhui rice paper,2024,,"Ink,Paper"
210036,Residual (heavy Mass),30007,2024,Inks on Anhui rice paper,50cm x 100cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240724_161520.jpg,works/ph4/20240724_161520.jpg,,,Rectangular format. Heavy ink residue from a completed gesture: what remains after the action. The mass is not composed but deposited. Gravity's receipt for energy expended.,Studies & Residuals,1,2,Sat Dec 27 2025 15:07:13 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,residual-heavy-mass-210036,Inks on Anhui rice paper,2024,,"Ink,Paper"
210037,Residual (broken Loop),30007,2024,Inks on Anhui rice paper,50cm x 100cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240724_153159.jpg,works/ph4/20240724_153159.jpg,,,"Rectangular format. A circular gesture that failed to close: the loop broken, the orbit interrupted. The break is the content. What would have been a mandala became a fragment.",Studies & Residuals,1,3,Sat Dec 27 2025 15:07:13 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,residual-broken-loop-210037,Inks on Anhui rice paper,2024,,"Ink,Paper"
210038,Residual (horizontal Mass),30007,2024,Inks on Anhui rice paper,50cm x 100cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240724_153120.jpg,works/ph4/20240724_153120.jpg,,,Rectangular format. Horizontal ink mass distributed across the longer axis. Landscape orientation. The sediment of a gesture that moved sideways rather than down.,Studies & Residuals,1,4,Sat Dec 27 2025 15:07:13 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,residual-horizontal-mass-210038,Inks on Anhui rice paper,2024,,"Ink,Paper"
210039,Study (cellular Wash),30007,2024,Inks on Anhui rice paper,75cm x 75cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240801_112613.jpg,works/ph4/20240801_112613.jpg,,,Cellular structures emerging from wash technique. The ink's natural behavior on Anhui paper produces biological-looking forms without biological intent. The paper's fiber topography directing ink into cell-like patterns. Material intelligence visible.,Studies & Residuals,1,5,Sat Dec 27 2025 15:07:14 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,study-cellular-wash-210039,Inks on Anhui rice paper,2024,,"Ink,Paper"
210040,Study (soft Ring),30007,2024,Inks on Anhui rice paper,75cm x 75cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240801_113712.jpg,works/ph4/20240801_113712.jpg,,,"A soft atmospheric ring study. The aperture form in its most gentle iteration: edges dissolved by wash, center barely defined. The Oculus prototype before it hardened into the formal series.",Studies & Residuals,1,6,Sat Dec 27 2025 15:07:14 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,study-soft-ring-210040,Inks on Anhui rice paper,2024,,"Ink,Paper"
210041,Study (dense Core),30007,2024,Inks on Anhui rice paper,75cm x 75cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240801_113635.jpg,works/ph4/20240801_113635.jpg,,,"Dense central ink accumulation radiating outward. Core density study. Maximum concentration at center, dispersal at periphery. A compression specimen.",Studies & Residuals,1,7,Sat Dec 27 2025 15:07:14 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,study-dense-core-210041,Inks on Anhui rice paper,2024,,"Ink,Paper"
210042,Vietnam Horizon (bar 01),30007,2024,Inks on Anhui rice paper,50cm x 100cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111657.jpg,works/ph4/20240629_111657.jpg,,,"Rectangular format. Horizontal bar bisecting the field. The PH1 vocabulary (the interrupting bar) resurfaces in PH4's material language. The Absurd returns, rendered in atmospheric wash rather than hard-edge acrylic. The same question, different weather.",Vietnam Horizons,1,8,Sat Dec 27 2025 15:07:14 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,vietnam-horizon-bar-01-210042,Inks on Anhui rice paper,2024,,"Ink,Paper"
210043,Vietnam Horizon (bar 02),30007,2024,Inks on Anhui rice paper,50cm x 100cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_112123.jpg,works/ph4/20240629_112123.jpg,,,Rectangular format. Second horizontal bar study. Variation on the Vietnam Horizon protocol. The bar holds. The horizon persists.,Vietnam Horizons,1,9,Sat Dec 27 2025 15:07:15 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,vietnam-horizon-bar-02-210043,Inks on Anhui rice paper,2024,,"Ink,Paper"
210044,Horizon (intersected),30007,2024,Inks on Anhui rice paper,50cm x 100cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111955.jpg,works/ph4/20240629_111955.jpg,,,Rectangular format. The horizon line is itself interrupted: intersected by a vertical or diagonal element. The bar that bisects is itself bisected. Recursion of interruption.,Vietnam Horizons,1,10,Sat Dec 27 2025 15:07:15 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,horizon-intersected-210044,Inks on Anhui rice paper,2024,,"Ink,Paper"
210045,Study (wash Fragment),30007,2024,Inks on Anhui rice paper,50cm x 100cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240801_112932.jpg,works/ph4/20240801_112932.jpg,,,"Rectangular format. Fragment of a larger wash gesture. The paper captured only part of the action. An excerpt, a forensic fragment of an event that exceeded the substrate.",Studies & Residuals,1,11,Sat Dec 27 2025 15:07:15 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,study-wash-fragment-210045,Inks on Anhui rice paper,2024,,"Ink,Paper"
210046,Vietnam Horizon (bar 03),30007,2024,Inks on Anhui rice paper,50cm x 100cm,,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111634.jpg,works/ph4/20240629_111634.jpg,,,"Rectangular format. Third bar study. The repetition is the method. Each bar is the same question asked to different paper, different humidity, different hour. The bar persists across all conditions.",Vietnam Horizons,1,12,Sat Dec 27 2025 15:07:15 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,vietnam-horizon-bar-03-210046,Inks on Anhui rice paper,2024,,"Ink,Paper"
240002,Tidal,30009,2025-12,"Acrylic Paint and Spray Paint on Raw Linen
",300cm x 1000cm (7 separate panels arranged in an arc),"Copper, gold, cream, blue-black, burnt sienna, raw umber",Gravitas,https://files.manuscdn.com/user_upload_by_module/session_file/310519663243139088/HBPLSsdFbphVwyis.jpg,,https://files.manuscdn.com/user_upload_by_module/session_file/310519663243139088/HBPLSsdFbphVwyis.jpg,The commission asked for lunar phases. I gave them a breathing cycle. Seven panels curving around a rotunda—the architecture itself became the ribcage. Each crescent is a held breath; the central sphere exhales. Sumi ink on Anhui paper at this scale required the pendulum rig to swing for hours. I watched the lines accumulate like tides. The oculus above mirrors the central moon. I didn't plan that. The building knew.,"Acrylic and spray paint on raw linen, 300cm × 1000cm across seven panels arranged in an arc within the Swire rotunda. Site-specific meditation on containment and release. The architecture itself becomes the ribcage. Each crescent is a held breath; the central sphere exhales. The pendulum rig swung for hours, lines accumulating like tides. Burnt sienna, raw umber, oxidized copper flanking panels are the lungs contracting. The central orb is the pause between inhale and exhale: the moment where nothing moves and everything is possible. Moiré interference patterns suggest harmonic resonance, sound made visible, time made tactile. The ceiling oculus mirrors the central moon. Not planned. The building knew. Monument-scale work pursued through fragile means. That tension is structural, not incidental.",Covenant,1,16,Sun Jan 04 2026 09:35:09 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:14 GMT-0500 (Eastern Standard Time),1,tidal-240002,Acrylic Paint and Spray Paint on Raw Linen,2025,A site-specific respiratory system where gravity as a collaborator ground the sky and completes the architectural circuit of the rotunda.,
270001,Carbon Mural H-Code,30005,2021-10,Acrylic paint on prepared concrete wall. ,600cm x 180cm,,Spatial dominance / harmonic containment,https://files.manuscdn.com/user_upload_by_module/session_file/310519663243139088/AvlpgpAwaFZzvMwy.jpg,,,"They gave me a dead wall above a bar. I gave them an event horizon. The circles chain past the frame—there is no edge, only implication. The backlight turns every line into a shadow of something that isn't there. I painted at 3am when the venue was empty. The spray can hiss echoed off concrete. When I finished, I stood at the bar and watched the geometry breathe in the UV wash. It looked like a signal. Like something waiting to be received.","Acrylic and spray paint on wall, 600cm × 180cm. A territorial act disguised as decoration. Maximum visual armor: binary contrast, surgical edge control, ballistic execution. No tonal softness, no somatic bleed, no vulnerability. The work commands. Backlit mounting transforms the mural into a luminous spine. Black circles on white glow read as absence made visible: geometry that exists only because light reveals where it isn't. Moiré interference at overlap points suggests standing waves frozen mid-vibration. PH3 at its peak: contained geometries breaking their frames, attempting to terraform architecture rather than merely occupy it.",Institutional Commissions,1,1,Thu Jan 08 2026 18:04:20 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:49:59 GMT-0500 (Eastern Standard Time),0,celestial-secrets-mural-270001,Acrylic Paint and Spray Paint on Wall,2021,A territorial act of maximum visual armor that transforms architecture into a luminous spine of absence made visible.,
